,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,helpful-count,Company_code,Job_code,Locations_code
943,1.0,0.75,1.0,0.75,1.0,0.75,0.0,0.6000000000000001,0.9396338446313707,0.517948717948718
944,1.0,0.25,1.0,0.75,1.0,0.75,0.0,0.6000000000000001,0.02028698664027709,0.517948717948718
945,1.0,1.0,1.0,1.0,1.0,0.75,0.0009551098376313276,0.6000000000000001,0.5888174171202376,0.7487179487179487
946,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.4438396833250866,0.517948717948718
947,1.0,0.75,0.75,1.0,1.0,0.75,0.0,0.6000000000000001,0.9223156853043049,0.517948717948718
948,1.0,0.75,0.75,0.75,0.75,0.75,0.0,0.6000000000000001,0.33993072736269175,0.8717948717948718
949,1.0,1.0,1.0,0.75,1.0,1.0,0.0,0.6000000000000001,0.47847600197921825,0.7589743589743589
950,0.75,1.0,0.75,0.5,0.75,0.75,0.0,0.6000000000000001,0.5061850569025236,0.517948717948718
951,1.0,0.75,0.8500000000000001,0.75,0.8500000000000001,0.725,0.0004775549188156638,0.6000000000000001,0.9223156853043049,0.8153846153846154
952,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.6000000000000001,0.47847600197921825,0.517948717948718
953,1.0,0.75,1.0,0.75,1.0,0.75,0.0,0.6000000000000001,0.5061850569025236,0.517948717948718
954,0.75,1.0,0.75,0.75,1.0,0.5,0.002387774594078319,0.6000000000000001,0.8975754576942109,0.517948717948718
955,1.0,0.5,0.75,0.5,0.75,0.75,0.0019102196752626551,0.6000000000000001,0.3369619000494805,0.7384615384615385
956,0.75,0.5,1.0,0.75,1.0,0.5,0.0,0.6000000000000001,0.893122216724394,0.517948717948718
957,0.5,0.5,1.0,0.25,0.5,0.0,0.0009551098376313276,0.6000000000000001,0.3310242454230579,0.517948717948718
958,1.0,1.0,1.0,0.75,1.0,1.0,0.0004775549188156638,0.6000000000000001,0.02028698664027709,0.517948717948718
959,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.338941118258288,0.517948717948718
960,1.0,0.25,0.75,0.75,1.0,0.75,0.0033428844317096463,0.6000000000000001,0.1286491835724889,0.517948717948718
961,0.75,0.5,0.75,1.0,1.0,1.0,0.0,0.6000000000000001,0.02028698664027709,0.517948717948718
962,1.0,1.0,0.75,0.75,0.75,0.75,0.0,0.6000000000000001,0.47847600197921825,0.517948717948718
963,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.06382978723404256,0.517948717948718
964,0.75,0.5,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.02028698664027709,0.41025641025641024
965,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.7164769915883227,0.20512820512820512
966,0.75,0.5,0.75,0.75,1.0,0.5,0.0009551098376313276,0.6000000000000001,0.8248391885205345,0.7487179487179487
967,0.5,0.5,0.75,0.25,1.0,0.5,0.0009551098376313276,0.6000000000000001,0.5888174171202376,0.517948717948718
968,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.6000000000000001,0.32855022266204853,0.676923076923077
969,1.0,1.0,1.0,1.0,0.75,0.75,0.0004775549188156638,0.6000000000000001,0.47847600197921825,0.517948717948718
970,1.0,0.0,0.5,0.5,1.0,0.25,0.0,0.6000000000000001,0.5888174171202376,0.9435897435897436
971,0.5,0.75,0.5,0.5,1.0,0.5,0.0004775549188156638,0.6000000000000001,0.02028698664027709,0.517948717948718
972,1.0,0.5,1.0,1.0,1.0,1.0,0.004775549188156638,0.6000000000000001,0.21771400296882734,0.517948717948718
973,1.0,1.0,1.0,1.0,1.0,0.75,0.0004775549188156638,0.6000000000000001,0.4438396833250866,0.517948717948718
974,1.0,1.0,1.0,1.0,0.5,0.75,0.0,0.6000000000000001,0.42355269668480955,0.517948717948718
975,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.3829787234042554,0.7487179487179487
976,0.75,1.0,0.75,0.5,0.75,1.0,0.0,0.6000000000000001,0.17219198416625434,0.517948717948718
977,1.0,1.0,1.0,1.0,1.0,1.0,0.0009551098376313276,0.6000000000000001,0.02028698664027709,0.517948717948718
978,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.8248391885205345,0.517948717948718
979,0.5,0.25,0.5,0.75,0.75,0.25,0.0004775549188156638,0.6000000000000001,0.02028698664027709,0.517948717948718
980,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.6000000000000001,0.06086095992083128,0.7487179487179487
981,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.36269173676397826,0.517948717948718
982,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.3948540326571005,0.8
983,0.5,1.0,0.75,0.25,1.0,0.5,0.0,0.6000000000000001,0.11825828797624939,0.7487179487179487
984,0.75,0.25,1.0,0.5,0.5,1.0,0.0004775549188156638,0.6000000000000001,0.02028698664027709,0.517948717948718
985,0.75,0.75,1.0,0.5,1.0,0.75,0.0,0.6000000000000001,0.02028698664027709,0.7487179487179487
986,0.75,0.5,0.75,0.5,0.75,0.75,0.0,0.6000000000000001,0.38050470064324593,0.517948717948718
987,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.47847600197921825,0.517948717948718
988,0.25,0.0,0.25,0.25,0.75,0.25,0.0004775549188156638,0.6000000000000001,0.02028698664027709,0.30256410256410254
989,1.0,1.0,1.0,1.0,1.0,1.0,0.0004775549188156638,0.6000000000000001,0.9168728352300842,0.517948717948718
990,1.0,1.0,1.0,0.75,1.0,1.0,0.0004775549188156638,0.6000000000000001,0.47847600197921825,0.517948717948718
991,1.0,1.0,1.0,1.0,1.0,1.0,0.0019102196752626551,0.6000000000000001,0.5304304799604157,0.517948717948718
992,1.0,1.0,1.0,0.75,1.0,1.0,0.0009551098376313276,0.6000000000000001,0.4438396833250866,0.517948717948718
993,0.75,0.75,0.75,0.5,0.75,0.5,0.0,0.6000000000000001,0.25680356259277587,0.05128205128205128
994,0.75,0.25,0.5,0.75,1.0,0.5,0.0009551098376313276,0.6000000000000001,0.9223156853043049,0.517948717948718
995,0.75,0.75,1.0,0.5,1.0,0.75,0.0,0.6000000000000001,0.011380504700643248,0.517948717948718
996,0.25,0.25,0.5,0.5,0.75,0.5,0.0004775549188156638,0.6000000000000001,0.9223156853043049,0.517948717948718
997,0.5,0.25,0.25,0.75,0.5,0.25,0.0,0.6000000000000001,0.018802572983671453,0.517948717948718
998,1.0,0.75,0.8500000000000001,0.75,0.8500000000000001,0.725,0.0,0.6000000000000001,0.5888174171202376,0.517948717948718
999,0.75,0.75,1.0,0.5,1.0,0.75,0.0014326647564469914,0.6000000000000001,0.5888174171202376,0.517948717948718
1000,0.75,0.75,0.75,0.75,1.0,0.5,0.0,0.6000000000000001,0.4819396338446314,0.7589743589743589
1001,0.5,0.75,0.75,0.25,0.5,0.25,0.0,0.6000000000000001,0.6397822859970312,0.517948717948718
1002,0.75,0.5,1.0,0.5,1.0,1.0,0.0004775549188156638,0.6000000000000001,0.5546759030183078,0.517948717948718
1003,1.0,1.0,1.0,1.0,0.75,0.75,0.0,0.6000000000000001,0.9223156853043049,0.517948717948718
1004,1.0,1.0,1.0,0.75,1.0,0.5,0.0,0.6000000000000001,0.9366650173181594,0.517948717948718
1005,0.75,0.75,0.5,0.5,0.75,0.75,0.0,0.6000000000000001,0.4819396338446314,0.517948717948718
1006,0.75,0.5,1.0,0.5,0.75,0.5,0.0004775549188156638,0.6000000000000001,0.47847600197921825,0.517948717948718
1007,1.0,1.0,0.5,0.75,1.0,0.75,0.0019102196752626551,0.6000000000000001,0.9223156853043049,0.517948717948718
1008,1.0,1.0,1.0,0.75,1.0,0.75,0.0,0.6000000000000001,0.02028698664027709,0.517948717948718
1009,0.75,0.75,1.0,0.75,0.75,0.75,0.0,0.6000000000000001,0.9252845126175162,0.517948717948718
1010,0.5,0.75,0.75,0.5,0.75,0.75,0.002387774594078319,0.6000000000000001,0.47847600197921825,0.517948717948718
1011,0.5,1.0,0.5,0.5,1.0,0.25,0.0,0.6000000000000001,0.47847600197921825,0.7487179487179487
1012,0.75,0.5,0.5,0.5,0.75,0.0,0.0004775549188156638,0.6000000000000001,0.9223156853043049,0.517948717948718
1013,1.0,0.75,1.0,0.75,0.75,1.0,0.0004775549188156638,0.6000000000000001,0.03760514596734291,0.517948717948718
1014,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.02028698664027709,0.7487179487179487
1015,1.0,1.0,1.0,0.75,1.0,0.75,0.0004775549188156638,0.6000000000000001,0.7877288471053935,0.7487179487179487
1016,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.39534883720930236,0.517948717948718
1017,1.0,0.75,1.0,0.75,1.0,0.725,0.0,0.6000000000000001,0.5888174171202376,0.517948717948718
1018,0.75,0.5,1.0,0.5,1.0,0.75,0.0,0.6000000000000001,0.34141514101929743,0.8717948717948718
1019,1.0,0.75,1.0,0.75,1.0,1.0,0.0014326647564469914,0.6000000000000001,0.21919841662543296,0.7487179487179487
1020,1.0,0.75,1.0,0.75,1.0,0.75,0.002387774594078319,0.6000000000000001,0.5769421078673924,0.7487179487179487
1021,1.0,0.75,1.0,0.75,0.75,0.5,0.0009551098376313276,0.6000000000000001,0.3290450272142504,0.517948717948718
1022,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.08857001484413657,0.517948717948718
1023,0.0,0.75,0.8500000000000001,0.75,0.8500000000000001,0.725,0.002387774594078319,0.6000000000000001,0.7921820880752104,0.517948717948718
1024,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.9148936170212767,0.41025641025641024
1025,0.75,0.5,0.75,0.75,0.75,0.5,0.0,0.6000000000000001,0.02028698664027709,0.7589743589743589
1026,1.0,1.0,1.0,1.0,1.0,1.0,0.0004775549188156638,0.6000000000000001,0.9223156853043049,0.517948717948718
1027,0.75,1.0,0.75,0.75,1.0,0.5,0.0,0.6000000000000001,0.02028698664027709,0.7487179487179487
1028,0.0,0.0,0.0,0.0,0.0,0.0,0.004297994269340974,0.6000000000000001,0.5809005442850075,0.517948717948718
1029,0.75,1.0,1.0,0.75,1.0,0.75,0.0004775549188156638,0.6000000000000001,0.25235032162295895,0.517948717948718
1030,1.0,0.75,1.0,0.75,1.0,0.75,0.0014326647564469914,0.6000000000000001,0.8975754576942109,0.517948717948718
1031,0.5,0.25,0.75,0.25,0.75,0.0,0.0,0.6000000000000001,0.06086095992083128,0.8717948717948718
1032,1.0,1.0,1.0,0.75,1.0,1.0,0.0004775549188156638,0.6000000000000001,0.17417120237506187,0.517948717948718
1033,0.0,0.5,0.25,0.0,0.75,0.0,0.009551098376313277,0.6000000000000001,0.02028698664027709,0.517948717948718
1034,0.75,0.75,1.0,0.75,0.75,0.5,0.0,0.6000000000000001,0.4438396833250866,0.517948717948718
1035,1.0,1.0,1.0,1.0,1.0,0.75,0.0004775549188156638,0.6000000000000001,0.10935180603661555,0.7487179487179487
1036,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.47847600197921825,0.6
1037,0.75,0.5,0.5,0.75,0.0,0.5,0.0004775549188156638,0.6000000000000001,0.3369619000494805,0.517948717948718
1038,1.0,1.0,1.0,0.5,1.0,0.75,0.0004775549188156638,0.6000000000000001,0.11479465611083622,0.517948717948718
1039,1.0,0.75,0.75,1.0,1.0,1.0,0.0009551098376313276,0.6000000000000001,0.6635329045027215,0.517948717948718
1040,1.0,0.75,1.0,1.0,0.75,1.0,0.0,0.6000000000000001,0.3577436912419595,0.517948717948718
1041,1.0,0.5,1.0,1.0,0.75,0.75,0.0,0.6000000000000001,0.02028698664027709,0.517948717948718
1042,0.75,1.0,1.0,0.75,1.0,0.75,0.0004775549188156638,0.6000000000000001,0.1301335972290945,0.517948717948718
1043,0.25,1.0,0.5,0.25,0.75,0.0,0.0019102196752626551,0.6000000000000001,0.8065314200890649,0.517948717948718
1044,1.0,1.0,1.0,0.75,1.0,1.0,0.0,0.6000000000000001,0.02028698664027709,0.7487179487179487
1045,1.0,0.5,1.0,1.0,1.0,0.75,0.0,0.6000000000000001,0.4438396833250866,0.517948717948718
1046,0.75,0.75,0.5,0.5,0.75,0.75,0.0,0.6000000000000001,0.02028698664027709,0.517948717948718
1047,1.0,1.0,0.75,0.75,0.75,0.75,0.0004775549188156638,0.6000000000000001,0.4438396833250866,0.517948717948718
1048,0.25,0.0,0.25,0.75,0.75,0.25,0.0004775549188156638,0.6000000000000001,0.02028698664027709,0.517948717948718
1049,1.0,0.75,1.0,1.0,1.0,0.75,0.0,0.6000000000000001,0.52102919346858,0.517948717948718
1050,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.27956457199406237,0.517948717948718
1051,0.75,0.75,1.0,0.75,0.75,0.75,0.0,0.6000000000000001,0.02028698664027709,0.517948717948718
1052,1.0,1.0,0.8500000000000001,1.0,1.0,0.725,0.0,0.6000000000000001,0.02028698664027709,0.517948717948718
1053,0.75,0.75,1.0,0.75,1.0,0.5,0.0004775549188156638,0.6000000000000001,0.8743196437407225,0.517948717948718
1054,1.0,1.0,1.0,1.0,1.0,1.0,0.0004775549188156638,0.6000000000000001,0.4438396833250866,0.517948717948718
1055,0.75,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.3518060366155369,0.7487179487179487
1056,0.75,1.0,0.75,1.0,0.75,0.75,0.0004775549188156638,0.6000000000000001,0.4854032657100446,0.517948717948718
1057,1.0,1.0,1.0,0.75,1.0,0.75,0.0004775549188156638,0.6000000000000001,0.5888174171202376,0.517948717948718
1058,0.0,0.0,0.0,0.0,0.25,0.0,0.007640878701050621,0.6000000000000001,0.5729836714497774,0.517948717948718
1059,0.5,0.25,0.75,0.5,0.75,0.5,0.0014326647564469914,0.6000000000000001,0.02028698664027709,0.517948717948718
1060,0.75,1.0,0.75,0.25,0.5,0.75,0.0,0.6000000000000001,0.3518060366155369,0.517948717948718
1061,1.0,0.0,1.0,1.0,0.75,0.5,0.0004775549188156638,0.6000000000000001,0.5536862939139041,0.517948717948718
1062,0.75,0.75,1.0,0.5,0.75,0.5,0.0,0.6000000000000001,0.2983671449777338,0.8717948717948718
1063,1.0,0.75,1.0,1.0,1.0,0.75,0.0004775549188156638,0.6000000000000001,0.4438396833250866,0.7487179487179487
1064,0.0,0.25,0.0,0.0,0.5,0.0,0.010506208213944603,0.6000000000000001,0.9223156853043049,0.517948717948718
1065,1.0,1.0,1.0,1.0,1.0,1.0,0.0009551098376313276,0.6000000000000001,0.6110836219693222,0.517948717948718
1066,1.0,1.0,0.75,1.0,1.0,0.75,0.0033428844317096463,0.6000000000000001,0.47847600197921825,0.517948717948718
1067,0.25,0.25,0.75,0.25,0.75,0.75,0.0052531041069723014,0.6000000000000001,0.03760514596734291,0.517948717948718
1068,1.0,0.5,1.0,1.0,1.0,0.75,0.0019102196752626551,0.6000000000000001,0.47847600197921825,0.517948717948718
1069,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.0880752102919347,0.517948717948718
1070,1.0,0.75,1.0,1.0,1.0,0.725,0.002387774594078319,0.6000000000000001,0.9257793171697181,0.517948717948718
1071,0.75,0.5,1.0,1.0,1.0,0.75,0.0,0.6000000000000001,0.057892132607619995,0.517948717948718
1072,0.5,0.75,0.75,0.75,0.75,0.75,0.0004775549188156638,0.6000000000000001,0.47847600197921825,0.517948717948718
1073,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.6000000000000001,0.5061850569025236,0.517948717948718
1074,1.0,0.75,1.0,0.75,1.0,0.75,0.0,0.6000000000000001,0.47847600197921825,0.517948717948718
1075,1.0,1.0,1.0,1.0,1.0,1.0,0.0004775549188156638,0.6000000000000001,0.4819396338446314,0.41025641025641024
1076,0.75,0.75,0.75,0.75,1.0,0.25,0.0,0.6000000000000001,0.3310242454230579,0.517948717948718
1077,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.09648688767936665,0.517948717948718
1078,0.75,1.0,1.0,0.5,0.75,1.0,0.0009551098376313276,0.6000000000000001,0.8594755071746661,0.517948717948718
1079,0.5,0.75,0.75,0.75,0.25,0.5,0.0009551098376313276,0.6000000000000001,0.02028698664027709,0.517948717948718
1080,0.5,0.5,0.5,0.5,1.0,0.25,0.0009551098376313276,0.6000000000000001,0.9396338446313707,0.7487179487179487
1081,0.0,0.0,0.0,0.0,0.0,0.0,0.0004775549188156638,0.6000000000000001,0.9703117268678872,0.517948717948718
1082,1.0,1.0,0.75,0.5,1.0,0.5,0.0,0.6000000000000001,0.9143988124690748,0.7589743589743589
1083,0.75,0.75,0.8500000000000001,0.75,0.8500000000000001,0.725,0.0,0.6000000000000001,0.9282533399307275,0.7333333333333333
1084,1.0,0.75,1.0,1.0,1.0,0.75,0.0009551098376313276,0.6000000000000001,0.47847600197921825,0.517948717948718
1085,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.5061850569025236,0.517948717948718
1086,0.75,0.75,0.8500000000000001,0.75,1.0,0.725,0.004297994269340974,0.6000000000000001,0.640771895101435,0.517948717948718
1087,0.75,0.5,1.0,1.0,1.0,0.5,0.0019102196752626551,0.6000000000000001,0.16476991588322615,0.517948717948718
1088,1.0,1.0,1.0,1.0,1.0,1.0,0.0004775549188156638,0.6000000000000001,0.47847600197921825,0.517948717948718
1089,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.8263236021771401,0.517948717948718
1090,0.75,0.5,0.75,0.5,1.0,0.75,0.004297994269340974,0.6000000000000001,0.3765462642256309,0.517948717948718
1091,0.75,0.25,0.75,0.75,0.5,0.75,0.0004775549188156638,0.6000000000000001,0.5348837209302326,0.517948717948718
1092,0.75,0.75,1.0,1.0,1.0,0.75,0.0,0.6000000000000001,0.47847600197921825,0.7589743589743589
1093,0.75,0.75,0.75,0.75,1.0,0.75,0.0,0.6000000000000001,0.47847600197921825,0.517948717948718
1094,1.0,1.0,1.0,1.0,1.0,0.75,0.0,0.6000000000000001,0.5888174171202376,0.517948717948718
1095,1.0,0.75,0.8500000000000001,1.0,0.8500000000000001,0.725,0.0009551098376313276,0.6000000000000001,0.32855022266204853,0.517948717948718
1096,1.0,0.5,1.0,1.0,1.0,0.75,0.0,0.6000000000000001,0.17466600692726375,0.517948717948718
1097,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.5888174171202376,0.517948717948718
1098,0.75,0.0,1.0,0.5,1.0,0.75,0.0004775549188156638,0.6000000000000001,0.5061850569025236,0.517948717948718
1099,1.0,0.75,1.0,0.75,1.0,0.5,0.004775549188156638,0.6000000000000001,0.9223156853043049,0.517948717948718
1100,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.8589807026224642,0.7487179487179487
1101,1.0,0.75,1.0,0.5,1.0,0.75,0.002387774594078319,0.6000000000000001,0.7179614052449284,0.517948717948718
1102,1.0,1.0,1.0,1.0,1.0,0.75,0.0004775549188156638,0.6000000000000001,0.32855022266204853,0.517948717948718
1103,1.0,1.0,1.0,1.0,1.0,1.0,0.0004775549188156638,0.6000000000000001,0.9223156853043049,0.41025641025641024
1104,0.75,1.0,0.75,0.75,0.75,0.5,0.0,0.6000000000000001,0.3829787234042554,0.517948717948718
1105,0.75,1.0,0.75,0.5,1.0,0.75,0.0,0.6000000000000001,0.47847600197921825,0.517948717948718
1106,0.75,0.75,0.75,0.25,0.75,0.75,0.0,0.6000000000000001,0.9223156853043049,0.517948717948718
1107,1.0,0.75,0.75,1.0,1.0,0.75,0.0009551098376313276,0.6000000000000001,0.3369619000494805,0.517948717948718
1108,1.0,0.75,1.0,1.0,1.0,0.75,0.0004775549188156638,0.6000000000000001,0.3849579416130629,0.517948717948718
1109,0.75,0.75,0.75,0.75,0.75,0.75,0.0014326647564469914,0.6000000000000001,0.3369619000494805,0.517948717948718
1110,1.0,0.75,0.75,1.0,1.0,0.75,0.0,0.6000000000000001,0.41810984661058886,0.517948717948718
1111,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.2360217714002969,0.517948717948718
1112,1.0,0.5,1.0,1.0,1.0,0.75,0.0004775549188156638,0.6000000000000001,0.010390895596239486,0.517948717948718
1113,1.0,0.75,1.0,0.75,0.75,0.75,0.0,0.6000000000000001,0.15141019297377536,0.517948717948718
1114,0.75,0.5,1.0,0.75,0.75,0.5,0.0,0.6000000000000001,0.47847600197921825,0.7435897435897436
1115,1.0,0.5,1.0,1.0,0.5,0.75,0.0,0.6000000000000001,0.5141019297377536,0.517948717948718
1116,1.0,1.0,1.0,0.75,1.0,1.0,0.0004775549188156638,0.6000000000000001,0.8327560613557645,0.517948717948718
1117,1.0,1.0,1.0,0.5,0.75,0.75,0.0,0.6000000000000001,0.9223156853043049,0.517948717948718
1118,1.0,1.0,0.75,1.0,1.0,0.75,0.0,0.6000000000000001,0.47847600197921825,0.517948717948718
1119,1.0,0.75,1.0,0.75,1.0,1.0,0.0,0.6000000000000001,0.3567540821375557,0.517948717948718
1120,0.75,0.5,0.75,1.0,0.75,0.5,0.0,0.6000000000000001,0.5888174171202376,0.517948717948718
1121,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.16180108857001485,0.517948717948718
1122,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.6000000000000001,0.5348837209302326,0.10256410256410256
1123,0.0,0.5,0.5,0.0,0.5,0.0,0.006685768863419293,0.6000000000000001,0.21820880752102922,0.7333333333333333
1124,1.0,1.0,0.75,1.0,1.0,0.75,0.0,0.6000000000000001,0.47847600197921825,0.517948717948718
1125,0.75,0.25,0.5,0.5,1.0,0.25,0.0004775549188156638,0.6000000000000001,0.33003463631865415,0.517948717948718
1126,1.0,1.0,1.0,1.0,1.0,1.0,0.0004775549188156638,0.6000000000000001,0.10489856506679862,0.517948717948718
1127,1.0,1.0,1.0,0.75,0.75,0.75,0.0,0.6000000000000001,0.16130628401781297,0.517948717948718
1128,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.4438396833250866,0.517948717948718
1129,0.5,0.75,0.75,0.5,0.75,0.5,0.0028653295128939827,0.6000000000000001,0.6956952003958438,0.517948717948718
1130,0.75,1.0,0.75,0.75,0.75,0.75,0.0009551098376313276,0.6000000000000001,0.4819396338446314,0.517948717948718
1131,0.75,0.5,1.0,0.75,1.0,0.75,0.0004775549188156638,0.6000000000000001,0.3369619000494805,0.517948717948718
1132,0.5,0.0,0.5,0.75,0.75,0.25,0.0004775549188156638,0.6000000000000001,0.17664522513607128,0.517948717948718
1133,0.5,0.75,0.25,0.0,0.0,0.0,0.0,0.6000000000000001,0.9435922810489857,0.7589743589743589
1134,1.0,1.0,1.0,1.0,1.0,1.0,0.002387774594078319,0.6000000000000001,0.4438396833250866,0.517948717948718
1135,1.0,0.5,1.0,1.0,1.0,1.0,0.0014326647564469914,0.6000000000000001,0.47847600197921825,0.7487179487179487
1136,1.0,0.5,1.0,0.75,0.75,0.75,0.0,0.6000000000000001,0.02028698664027709,0.517948717948718
1137,0.25,0.0,0.5,0.0,0.25,0.0,0.0014326647564469914,0.6000000000000001,0.6338446313706086,0.517948717948718
1138,0.75,0.75,1.0,0.75,1.0,0.75,0.0004775549188156638,0.6000000000000001,0.4819396338446314,0.517948717948718
1139,1.0,0.75,1.0,1.0,0.75,0.75,0.0,0.6000000000000001,0.47847600197921825,0.517948717948718
1140,0.75,0.75,1.0,0.75,1.0,0.75,0.0,0.6000000000000001,0.4438396833250866,0.517948717948718
1141,0.75,1.0,1.0,1.0,1.0,0.5,0.0,0.6000000000000001,0.2785749628896586,0.7487179487179487
1142,1.0,0.5,1.0,1.0,0.75,0.75,0.0004775549188156638,0.6000000000000001,0.5061850569025236,0.517948717948718
1143,0.75,0.5,0.5,0.25,1.0,0.25,0.0014326647564469914,0.6000000000000001,0.32855022266204853,0.517948717948718
1144,1.0,1.0,1.0,0.75,0.75,1.0,0.0,0.6000000000000001,0.4819396338446314,0.517948717948718
1145,1.0,0.5,0.75,1.0,0.75,0.75,0.0004775549188156638,0.6000000000000001,0.02028698664027709,0.517948717948718
1146,1.0,1.0,0.5,1.0,1.0,0.75,0.0,0.6000000000000001,0.3829787234042554,0.7487179487179487
1147,1.0,1.0,1.0,0.5,1.0,0.5,0.004775549188156638,0.6000000000000001,0.9247897080653142,0.517948717948718
1148,0.5,1.0,1.0,0.25,0.75,0.5,0.0,0.6000000000000001,0.384463137060861,0.517948717948718
1149,1.0,1.0,1.0,0.5,1.0,0.75,0.0,0.6000000000000001,0.8698664027709055,0.7487179487179487
1150,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.32855022266204853,0.517948717948718
1151,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.6000000000000001,0.9233052944087087,0.517948717948718
1152,0.5,0.0,0.5,0.5,0.75,0.25,0.0004775549188156638,0.6000000000000001,0.7125185551707076,0.517948717948718
1153,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.5606135576447304,0.517948717948718
1154,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.21177634834240477,0.41025641025641024
1155,1.0,1.0,0.75,1.0,1.0,0.75,0.0019102196752626551,0.6000000000000001,0.4438396833250866,0.517948717948718
1156,1.0,1.0,1.0,1.0,1.0,0.75,0.0,0.6000000000000001,0.4438396833250866,0.517948717948718
1157,0.75,0.5,1.0,1.0,0.75,0.75,0.0004775549188156638,0.6000000000000001,0.9223156853043049,0.7589743589743589
1158,1.0,0.75,1.0,1.0,0.75,1.0,0.0004775549188156638,0.6000000000000001,0.011380504700643248,0.517948717948718
1159,1.0,0.75,1.0,1.0,0.75,1.0,0.0004775549188156638,0.6000000000000001,0.5348837209302326,0.517948717948718
1160,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.6000000000000001,0.09945571499257794,0.517948717948718
1161,1.0,0.75,1.0,0.75,0.75,0.75,0.0004775549188156638,0.6000000000000001,0.006432459178624444,0.517948717948718
1162,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.47847600197921825,0.41025641025641024
1163,1.0,0.25,0.5,0.5,1.0,0.5,0.0,0.6000000000000001,0.47847600197921825,0.41025641025641024
1164,1.0,0.75,1.0,1.0,0.75,0.5,0.0004775549188156638,0.6000000000000001,0.3379515091538842,0.517948717948718
1165,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.02028698664027709,0.517948717948718
1166,1.0,0.75,1.0,1.0,1.0,0.75,0.0,0.6000000000000001,0.02028698664027709,0.517948717948718
1167,1.0,0.75,0.8500000000000001,0.75,0.8500000000000001,0.725,0.0019102196752626551,0.6000000000000001,0.47847600197921825,0.517948717948718
1168,0.75,1.0,1.0,0.5,1.0,0.5,0.0019102196752626551,0.6000000000000001,0.006432459178624444,0.41025641025641024
1169,1.0,1.0,1.0,1.0,1.0,1.0,0.0062082139446036294,0.6000000000000001,0.05145967342899555,0.517948717948718
1170,1.0,1.0,1.0,0.75,1.0,0.75,0.0,0.6000000000000001,0.2993567540821376,0.517948717948718
1171,1.0,1.0,1.0,1.0,0.75,0.75,0.0,0.6000000000000001,0.05492330529440871,0.517948717948718
1172,1.0,1.0,0.75,0.5,0.75,0.75,0.0,0.6000000000000001,0.32855022266204853,0.7487179487179487
1173,1.0,1.0,0.75,0.75,0.75,0.75,0.0,0.6000000000000001,0.5061850569025236,0.517948717948718
