,company,location,job-title,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,helpful-count,year
21882,amazon,"Highland, CA",Current Employee - Picker,1.0,5.0,1.0,1.0,1.0,1.0,3,2015.0
21883,amazon,"San Bernardino, CA",Former Employee - Warehouse Worker,1.0,5.0,5.0,5.0,5.0,5.0,0,2015.0
21910,amazon,"Wildomar, CA",Former Employee - Packer,4.0,4.0,4.0,4.0,4.0,3.0,0,2015.0
21917,amazon,"Santa Monica, CA",Former Employee - Anonymous Employee,4.0,5.0,4.0,4.0,3.0,4.0,0,2015.0
21925,amazon,"Tracy, CA",Current Employee - Warehouse Associate,1.0,1.0,1.0,1.0,1.0,1.0,1,2015.0
21926,amazon,"Los Angeles, CA",Current Employee - Anonymous Employee,5.0,5.0,5.0,5.0,5.0,5.0,1,2015.0
21941,amazon,"Moreno Valley, CA",Former Employee - Fulfillment Associate,4.0,2.0,5.0,5.0,5.0,4.0,0,2015.0
21950,amazon,"Moreno Valley, CA",Former Employee - Warehouse Fulfillment Associate,1.0,1.0,3.0,1.0,2.0,1.0,3,2015.0
21993,amazon,"Tracy, CA",Former Employee - Human Resources Assistant Intern,3.0,2.0,2.0,4.0,3.0,2.0,2,2015.0
22026,amazon,"Los Angeles, CA",Current Employee - Human Resources,2.0,1.0,4.0,1.0,3.0,3.0,11,2015.0
22028,amazon,"San Bernardino, CA",Former Employee - Process Assistant,3.0,3.0,3.0,4.0,3.0,3.0,0,2015.0
22032,amazon,"Riverside, CA",Current Employee - Anonymous Employee,1.0,1.0,1.0,3.0,3.0,2.0,1,2015.0
22050,amazon,"San Jose, CA",Former Employee - NPI Material Manager,2.0,1.0,1.0,1.0,1.0,1.0,1,2015.0
22077,amazon,"Newark, CA",Current Employee - Anonymous Employee,2.0,3.0,1.0,3.0,1.0,1.0,6,2015.0
22089,amazon,"Los Angeles, CA",Current Employee - CMMS,4.0,2.0,5.0,5.0,5.0,2.0,0,2015.0
22109,amazon,"Tracy, CA",Current Employee - Level I,4.0,4.0,4.0,3.0,5.0,4.0,0,2015.0
22121,amazon,"Moreno Valley, CA",Current Employee - Inbound Operations Associate,4.0,3.0,4.0,4.0,3.0,4.0,0,2015.0
22124,amazon,"Topanga, CA",Former Employee - Senior User Experience Designer,3.0,1.0,3.0,1.0,3.0,2.0,5,2015.0
22148,amazon,"Tracy, CA",Current Employee - Order Picker,1.0,1.0,1.0,1.0,2.0,1.0,2,2015.0
22152,amazon,"Moreno Valley, CA",Current Employee - Amazon Warehouse Worker,4.0,4.0,4.0,4.0,4.0,3.0,0,2015.0
22170,amazon,"San Bernardino, CA",Current Employee - Logistics Specialist,3.0,3.0,3.0,4.0,4.0,3.0,0,2015.0
22174,amazon,"Newark, CA",Former Employee - Warehouse Associate,4.0,3.0,3.5,3.6,3.7,3.2,0,2015.0
22176,amazon,"Sunnyvale, CA",Current Employee - Anonymous Employee,4.0,4.0,4.0,4.0,4.0,4.0,0,2015.0
22179,amazon,"Moreno Valley, CA",Current Employee - Amazon Warehouse Worker,2.0,1.0,1.0,1.0,3.0,1.0,1,2015.0
22203,amazon,"Palo Alto, CA",Current Employee - Software Development Engineer I,4.0,4.0,4.0,4.0,4.0,3.0,0,2015.0
22206,amazon,"San Bernardino, CA",Current Employee - Picker,3.0,1.0,2.0,2.0,2.0,2.0,2,2015.0
22209,amazon,"Tracy, CA",Former Employee - Receiving Associate,1.0,1.0,1.0,1.0,1.0,1.0,1,2015.0
22212,amazon,"San Bernardino, CA",Current Employee - Seasonal Process Assistant,5.0,4.0,5.0,5.0,4.0,3.0,0,2015.0
22221,amazon,"San Francisco, CA",Current Employee - Anonymous Employee,4.0,2.0,5.0,5.0,3.0,5.0,2,2015.0
22248,amazon,"San Bernardino, CA",Current Employee - Process Assistant,5.0,3.0,5.0,5.0,4.0,4.0,0,2015.0
22253,amazon,"Cupertino, CA",Current Employee - Software Development Engineer,1.0,1.0,2.0,5.0,2.0,1.0,11,2015.0
22269,amazon,"San Bernardino, CA",Former Employee - Facilities Technician III,3.0,2.0,2.0,3.0,4.0,3.0,1,2015.0
22320,amazon,"San Diego, CA",Current Employee - Logistics Manager,4.0,2.0,4.0,5.0,4.0,4.0,1,2015.0
22333,amazon,"Sunnyvale, CA",Current Employee - Software Development Manager,2.0,1.0,3.0,3.0,2.0,2.0,5,2015.0
22335,amazon,"San Bernardino, CA",Current Employee - Part Time Package Handler,5.0,5.0,5.0,5.0,5.0,5.0,0,2015.0
22336,amazon,"San Bernardino, CA",Former Employee - Picker,2.0,4.0,3.0,1.0,4.0,1.0,1,2015.0
22343,amazon,"San Bernardino, CA",Former Employee - Tote Wrangler,1.0,1.0,4.0,5.0,2.0,4.0,2,2015.0
22359,amazon,"Tracy, CA",Current Employee - Fulfillment Associate,2.0,1.0,1.0,1.0,4.0,1.0,3,2015.0
22367,amazon,"Moreno Valley, CA",Former Employee - Order Picker,4.0,4.0,3.0,4.0,3.0,4.0,0,2015.0
22380,amazon,"Tracy, CA",Current Employee - Fulfillment Associate,4.0,5.0,3.0,4.0,4.0,3.0,3,2015.0
22427,amazon,"Irvine, CA",Former Employee - Software Development Engineer Intern,5.0,5.0,5.0,5.0,5.0,5.0,0,2015.0
22441,amazon,"San Diego, CA",Current Employee - Warehouse Woker,4.0,2.0,3.5,3.0,4.0,3.2,0,2015.0
22458,amazon,"Tracy, CA",Current Employee - Inventory,5.0,4.0,5.0,5.0,5.0,5.0,0,2015.0
22474,amazon,"Moreno Valley, CA",Current Employee - Fulfillment Associate,4.0,3.0,3.5,3.6,3.7,3.2,1,2015.0
22484,amazon,"San Bernardino, CA",Current Employee - Process Assistant,3.0,2.0,4.0,3.0,5.0,3.0,0,2015.0
22513,amazon,"Moreno Valley, CA",Current Employee - Shipping Clerk,3.0,3.0,3.5,3.6,3.7,3.2,0,2015.0
22543,amazon,"Los Angeles, CA",Current Employee - Software Developer,2.0,1.0,1.0,4.0,3.0,1.0,4,2015.0
22556,amazon,"Tracy, CA",Current Employee - Trainner,3.0,3.0,3.5,3.6,3.7,3.2,1,2015.0
22647,amazon,"Newark, CA",Current Employee - Fulfillment Associate,5.0,4.0,5.0,5.0,4.0,5.0,1,2015.0
22716,amazon,"Moreno Valley, CA",Current Employee - Amazon Warehouse Worker,5.0,5.0,5.0,5.0,5.0,5.0,0,2015.0
22720,amazon,"Tracy, CA",Current Employee - Fulfillment Associate,3.0,3.0,4.0,5.0,3.0,4.0,1,2015.0
22793,amazon,"Newark, CA",Current Employee - Sort Center Associate,3.0,4.0,4.0,3.0,5.0,3.0,0,2015.0
22856,amazon,"Moreno Valley, CA",Current Employee - Associate,5.0,4.0,4.0,4.0,4.0,4.0,0,2014.0
22881,amazon,"Tracy, CA",Former Employee - Pack/Stow,3.0,2.0,5.0,4.0,5.0,3.0,2,2014.0
22884,amazon,"Irvine, CA",Former Employee - Software Development Engineer I Intern,4.0,3.0,4.0,5.0,4.0,5.0,0,2014.0
22891,amazon,"San Francisco, CA",Current Employee - Anonymous Employee,2.0,1.0,2.0,3.0,5.0,3.0,16,2014.0
22896,amazon,"Moreno Valley, CA",Current Employee - Fulfillment Associate,4.0,2.0,4.0,5.0,4.0,4.0,7,2014.0
22899,amazon,"Moreno Valley, CA",Current Employee - Fulfillment Associate,4.0,3.0,4.0,5.0,4.0,3.0,4,2014.0
22900,amazon,"San Francisco, CA",Former Employee - User Experience Designer,3.0,2.0,3.0,1.0,4.0,3.0,16,2014.0
22905,amazon,"Patterson, CA",Current Employee - Fulfillment Lead,4.0,5.0,5.0,5.0,5.0,5.0,3,2014.0
22911,amazon,"Los Angeles, CA",Current Employee - Loss Prevention Specialist,4.0,2.0,5.0,3.0,4.0,5.0,4,2014.0
22912,amazon,"Riverside, CA",Current Employee - Amazon Ambassador,5.0,3.0,5.0,5.0,5.0,5.0,0,2014.0
22945,amazon,"San Francisco, CA",Former Employee - IT Consultant/Project Analyst,4.0,4.0,5.0,5.0,5.0,4.0,0,2014.0
22950,amazon,"San Bernardino, CA",Former Employee - Fulfillment Associate,3.0,5.0,3.0,4.0,4.0,4.0,6,2014.0
22967,amazon,"Tracy, CA",Current Employee - Area Manager,3.0,3.0,3.0,5.0,3.0,3.0,3,2014.0
22985,amazon,"Tracy, CA",Former Employee - Warehouse Associate,3.0,2.0,4.0,2.0,5.0,2.0,1,2014.0
23001,amazon,"San Bernardino, CA",Current Employee - Warehouse Associate,3.0,3.0,4.0,2.0,3.0,2.0,1,2014.0
23018,amazon,"San Bernardino, CA",Current Employee - Warehouse Associate,4.0,3.0,5.0,4.0,4.0,4.0,2,2014.0
23021,amazon,"Irvine, CA",Former Employee - Software Development Engineer,1.0,2.0,1.0,4.0,3.0,2.0,15,2014.0
23057,amazon,"San Bernardino, CA",Current Employee - Warehouse Associate,3.0,1.0,3.0,3.0,4.0,2.0,5,2014.0
23064,amazon,"San Bernardino, CA",Former Employee - Fulfillment Associate,4.0,3.0,4.0,4.0,4.0,3.0,2,2014.0
23080,amazon,"San Bernardino, CA",Current Employee - Anonymous Employee,5.0,5.0,5.0,4.0,4.0,4.0,0,2014.0
23121,amazon,"Palo Alto, CA",Current Employee - Software Development Manager,5.0,3.0,2.0,5.0,5.0,4.0,15,2014.0
23137,amazon,"San Bernardino, CA",Current Employee - Anonymous Employee,4.0,4.0,3.0,4.0,4.0,3.0,2,2014.0
23141,amazon,"Tracy, CA",Current Employee - Fulfillment Associate,3.0,5.0,5.0,3.0,5.0,1.0,1,2014.0
23165,amazon,"San Francisco, CA",Current Employee - Software Development Engineer I,2.0,1.0,3.0,3.0,1.0,2.0,3,2014.0
23170,amazon,"Patterson, CA",Current Employee - Area Manager,4.0,3.0,4.0,4.0,4.0,3.0,3,2014.0
23179,amazon,"Tracy, CA",Current Employee - Process Assistant,2.0,2.0,4.0,3.0,2.0,1.0,3,2014.0
23239,amazon,"Culver City, CA",Former Employee - Sanitation Engineer,5.0,5.0,5.0,5.0,5.0,5.0,2,2014.0
23251,amazon,"San Diego, CA",Former Employee - Software Development Engineer I,4.0,4.0,4.0,4.0,4.0,4.0,2,2014.0
23299,amazon,"San Bernardino, CA",Current Employee - Operations Manager,5.0,3.0,5.0,5.0,5.0,5.0,3,2014.0
23327,amazon,"San Bernardino, CA",Current Employee - Warehouse Associate,4.0,3.0,4.0,4.0,3.0,3.0,5,2014.0
23328,amazon,"Hayward, CA",Current Employee - Operations Manager,4.0,3.0,5.0,5.0,5.0,3.0,0,2014.0
23335,amazon,"Moreno Valley, CA",Current Employee - Lead Fulfilment Associate,5.0,3.0,3.0,3.0,3.0,3.0,0,2014.0
23352,amazon,"Patterson, CA",Current Employee - Area Manager,5.0,3.0,5.0,5.0,4.0,4.0,1,2014.0
23383,amazon,"Tracy, CA",Current Employee - Fulfillment Associate,3.0,4.0,4.0,2.0,2.0,4.0,0,2014.0
23393,amazon,"Patterson, CA",Former Employee - Problem Solver,2.0,2.0,2.0,1.0,3.0,2.0,0,2014.0
23398,amazon,"San Bernardino, CA",Former Employee - Picker,2.0,1.0,1.0,5.0,3.7,1.0,5,2014.0
23402,amazon,"San Bernardino, CA",Former Employee - Human Resources,1.0,1.0,1.0,1.0,3.0,1.0,6,2014.0
23441,amazon,"San Bernardino, CA",Former Employee - Stower,3.0,3.0,1.0,2.0,5.0,1.0,0,2014.0
23459,amazon,"San Francisco, CA",Current Employee - SDE1,2.0,1.0,2.0,2.0,3.0,1.0,3,2014.0
23483,amazon,"Tracy, CA",Current Employee - Senior Produce Specialist,5.0,4.0,5.0,5.0,4.0,5.0,0,2014.0
23514,amazon,"Sunnyvale, CA","Current Employee - Senior Manager, Product Management",3.0,2.0,3.0,3.0,4.0,3.0,3,2014.0
23534,amazon,"San Bernardino, CA",Former Employee - Stower,1.0,2.0,1.0,2.0,4.0,2.0,9,2014.0
23591,amazon,"Tracy, CA",Current Employee - Senior HRA,4.0,4.0,5.0,4.0,3.0,5.0,0,2014.0
23618,amazon,"San Bernardino, CA",Current Employee - Lead Collator,3.0,1.0,2.0,3.0,3.0,4.0,0,2014.0
23651,amazon,"San Bernardino, CA",Former Employee - Stow,1.0,1.0,1.0,1.0,3.0,1.0,2,2014.0
23666,amazon,"San Bernardino, CA",Current Employee - Facilities Service Technician,1.0,3.0,2.0,1.0,1.0,3.0,2,2014.0
23679,amazon,"Tracy, CA",Current Employee - Facilities,5.0,3.0,5.0,5.0,4.0,4.0,0,2014.0
23713,amazon,"San Bernardino, CA",Current Employee - Associate,4.0,3.0,4.0,2.0,5.0,2.0,0,2014.0
23767,amazon,"San Bernardino, CA",Current Employee - Facilities Service Technician,4.0,2.0,4.0,4.0,4.0,3.0,0,2014.0
23787,amazon,"Palo Alto, CA",Current Employee - Software Development Engineer I,4.0,3.0,4.0,4.0,4.0,3.0,2,2014.0
23793,amazon,"San Francisco, CA",Current Employee - Software Engineer,3.0,4.0,3.0,3.0,4.0,3.0,3,2014.0
23811,amazon,"Tracy, CA",Current Employee - Warehouse Associate,5.0,4.0,4.0,4.0,4.0,4.0,1,2014.0
23852,amazon,"San Bernardino, CA",Current Employee - Warehoue Associate,4.0,2.0,5.0,3.0,4.0,2.0,0,2014.0
23858,amazon,"Cupertino, CA",Former Employee - Director,1.0,1.0,2.0,2.0,2.0,1.0,5,2014.0
23958,amazon,"Cupertino, CA",Current Employee - Hardware Engineer,1.0,1.0,1.0,1.0,1.0,1.0,7,2013.0
24038,amazon,"Irvine, CA",Current Employee - Manager,4.0,2.0,4.0,4.0,5.0,4.0,7,2013.0
24176,amazon,"San Bernardino, CA",Current Employee - Area Manager,5.0,2.0,5.0,5.0,5.0,4.0,2,2013.0
24301,amazon,"San Bernardino, CA",Current Employee - Pick,2.0,1.0,3.0,3.0,3.0,3.0,6,2013.0
24327,amazon,"San Francisco, CA",Current Employee - Software Engineer I,2.0,1.0,3.0,3.0,3.0,3.0,25,2013.0
24428,amazon,"San Bernardino, CA",Former Employee - Warehouse Associate (Packing),5.0,3.0,5.0,4.0,5.0,4.0,4,2013.0
24475,amazon,"San Bernardino, CA",Current Employee - Warehouse Associate,5.0,2.0,3.0,4.0,5.0,3.0,0,2012.0
24842,amazon,"Lake Forest, CA",Current Employee - Software Development Engineer Intern,3.0,4.0,3.5,4.0,3.0,4.0,3,2011.0
24903,amazon,"Palmdale, CA",Current Employee - Anonymous Employee,4.0,5.0,3.5,4.0,4.0,4.0,1,2010.0
24965,amazon,"San Francisco, CA",Current Employee - Software Development Engineer I,3.0,4.5,3.5,2.5,4.0,5.0,2,2010.0
25016,amazon,"Menlo Park, CA",Current Employee - Anonymous Employee,3.0,3.0,3.5,3.0,3.0,3.0,0,2009.0
25167,amazon,"San Francisco, CA",Former Employee - Software Development Engineer II,4.0,5.0,3.5,3.5,4.0,4.5,0,2008.0
25341,amazon,"Palo Alto, CA",Current Employee - Sales Director,2.0,1.5,3.5,2.0,3.0,1.0,15,2008.0
25342,amazon,"San Francisco, CA",Current Employee - Operations,3.0,4.5,3.5,4.0,1.5,3.0,11,2008.0
34249,facebook,"Menlo Park, CA",Current Employee - Product Operations,5.0,4.0,4.0,5.0,5.0,4.0,0,2018.0
34250,facebook,"Menlo Park, CA",Current Employee - Anonymous Employee,5.0,5.0,5.0,5.0,5.0,5.0,294,2017.0
34251,facebook,"Menlo Park, CA",Current Employee - Site Selection Program Manager,5.0,4.0,5.0,4.0,5.0,5.0,363,2016.0
34252,facebook,"Menlo Park, CA",Current Employee - Anonymous Employee,5.0,4.0,5.0,5.0,5.0,5.0,6,2018.0
34254,facebook,"Menlo Park, CA",Current Employee - Product Manager,2.0,1.0,1.0,2.0,4.0,1.0,52,2018.0
34257,facebook,"Menlo Park, CA",Current Employee - Project Manager,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
34260,facebook,"Menlo Park, CA",Current Employee - Designer,5.0,5.0,5.0,5.0,5.0,4.0,9,2018.0
34261,facebook,"Menlo Park, CA",Former Employee - Program Manager,3.0,5.0,5.0,4.0,4.0,3.0,2,2018.0
34265,facebook,"San Francisco, CA",Current Employee - Recruiter,5.0,3.0,5.0,5.0,5.0,5.0,0,2018.0
34266,facebook,"Menlo Park, CA",Current Employee - Technical Recruiter,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
34269,facebook,"Menlo Park, CA",Current Employee - Anonymous Employee,2.0,1.0,2.0,1.0,5.0,1.0,19,2018.0
34271,facebook,"Menlo Park, CA",Current Employee - Software Engineer,2.0,4.0,1.0,3.0,5.0,3.0,12,2018.0
34273,facebook,"Menlo Park, CA",Current Employee - Program Manager,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
34274,facebook,"San Francisco, CA",Current Employee - Product Specialist,5.0,5.0,5.0,5.0,4.0,5.0,1,2018.0
34275,facebook,"Menlo Park, CA",Current Employee - Senior Technical Program Manager,3.0,4.0,3.0,4.0,5.0,3.0,5,2018.0
34277,facebook,"Menlo Park, CA",Current Employee - Film Producer,5.0,5.0,5.0,5.0,5.0,5.0,4,2018.0
34279,facebook,"Menlo Park, CA",Former Employee - Anonymous Employee,1.0,1.0,2.0,2.0,4.0,1.0,2,2018.0
34280,facebook,"Menlo Park, CA",Former Employee - Software Engineer,4.0,3.0,3.0,5.0,5.0,2.0,0,2018.0
34281,facebook,"Menlo Park, CA",Former Employee - Administrative Assistant,1.0,1.0,1.0,1.0,5.0,1.0,7,2018.0
34283,facebook,"Menlo Park, CA",Current Employee - Anonymous Employee,5.0,5.0,5.0,5.0,4.0,5.0,0,2018.0
34284,facebook,"Menlo Park, CA",Current Employee - Referral Program Specialist,5.0,4.0,5.0,5.0,4.0,4.0,0,2018.0
34286,facebook,"San Francisco, CA",Current Employee - Designer,5.0,5.0,5.0,5.0,5.0,5.0,1,2018.0
34287,facebook,"Menlo Park, CA",Current Employee - Industry Manager,5.0,3.0,5.0,5.0,5.0,5.0,3,2018.0
34289,facebook,"Menlo Park, CA",Current Employee - Recruiting Coordinator,5.0,4.0,5.0,4.0,3.0,4.0,3,2018.0
34290,facebook,"Menlo Park, CA",Current Employee - Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,3,2018.0
34291,facebook,"Menlo Park, CA",Current Employee - Data Analyst,5.0,3.0,5.0,3.0,4.0,5.0,0,2018.0
34293,facebook,"Menlo Park, CA",Current Employee - Anonymous Employee,5.0,3.0,5.0,5.0,5.0,3.0,1,2018.0
34294,facebook,"Menlo Park, CA",Former Employee - Anonymous Employee,1.0,1.0,1.0,2.0,5.0,3.0,26,2018.0
34295,facebook,"San Francisco, CA",Current Employee - Media Partnerships - Employment Brand,5.0,4.0,5.0,5.0,5.0,5.0,3,2018.0
34297,facebook,"San Francisco, CA",Current Employee - Recruiting Coordinator,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
34298,facebook,"Menlo Park, CA","Former Employee - Software Developer, Community Operations Engineering",4.0,3.0,3.0,4.0,3.0,1.0,1,2018.0
34299,facebook,"San Francisco, CA",Current Employee - Anonymous Employee,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
34300,facebook,"Menlo Park, CA",Current Employee - Technical Sourcer,4.0,5.0,5.0,3.0,4.0,2.0,1,2018.0
34301,facebook,"Menlo Park, CA",Former Employee - Software Engineer,1.0,1.0,1.0,1.0,3.0,1.0,19,2018.0
34303,facebook,"Menlo Park, CA",Current Employee - Human Resources Leader,5.0,4.0,5.0,5.0,5.0,5.0,2,2018.0
34304,facebook,"Menlo Park, CA",Current Employee - Manager,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
34306,facebook,"Menlo Park, CA",Former Employee - Technical Sourcer,4.0,4.0,4.0,4.0,4.0,4.0,0,2018.0
34307,facebook,"Menlo Park, CA",Current Employee - Anonymous Employee,5.0,4.0,5.0,5.0,5.0,5.0,2,2018.0
34308,facebook,"Menlo Park, CA",Current Employee - Anonymous Employee,5.0,5.0,5.0,5.0,5.0,5.0,2,2018.0
34311,facebook,"Menlo Park, CA",Current Employee - Software Engineer,5.0,3.0,5.0,5.0,5.0,5.0,0,2018.0
34312,facebook,"Mountain View, CA",Current Employee - Software Engineer,2.0,1.0,1.0,1.0,1.0,1.0,24,2018.0
34314,facebook,"Menlo Park, CA",Current Employee - Data Scientist,5.0,5.0,5.0,4.0,5.0,5.0,0,2018.0
34316,facebook,"Menlo Park, CA",Current Employee - Engineering Manager,5.0,3.0,5.0,5.0,5.0,4.0,2,2018.0
34317,facebook,"Menlo Park, CA",Current Employee - Production Engineer,4.0,3.0,3.0,3.0,4.0,3.0,5,2018.0
34319,facebook,"Menlo Park, CA",Current Employee - Senior Recruiter,5.0,5.0,5.0,5.0,5.0,5.0,1,2018.0
34320,facebook,"Menlo Park, CA",Current Employee - Anonymous Employee,5.0,4.0,5.0,5.0,5.0,5.0,3,2018.0
34321,facebook,"Menlo Park, CA",Current Employee - Software Engineer,1.0,1.0,1.0,1.0,3.0,1.0,9,2018.0
34324,facebook,"Menlo Park, CA",Former Employee - Administrative Assistant,3.0,3.0,2.0,3.0,5.0,2.0,12,2018.0
34325,facebook,"Menlo Park, CA",Current Employee - Anonymous Employee,5.0,4.0,5.0,5.0,5.0,5.0,2,2018.0
34326,facebook,"Menlo Park, CA",Current Employee - Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,3,2018.0
34327,facebook,"Menlo Park, CA",Former Employee - Director,3.0,1.0,2.0,3.0,5.0,2.0,22,2018.0
34328,facebook,"Menlo Park, CA",Current Employee - Anonymous Employee,1.0,1.0,2.0,3.0,5.0,3.0,14,2018.0
34329,facebook,"San Francisco, CA",Current Employee - Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,1,2018.0
34330,facebook,"Menlo Park, CA",Current Employee - User Experience Researcher,4.0,4.0,4.0,3.0,5.0,5.0,1,2018.0
34331,facebook,"Menlo Park, CA",Current Employee - Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
34333,facebook,"Los Angeles, CA",Current Employee - Software Engineer,4.0,4.0,5.0,3.0,4.0,4.0,2,2018.0
34334,facebook,"Menlo Park, CA",Current Employee - Enterprise Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
34335,facebook,"Menlo Park, CA",Current Employee - Senior Data Scientist,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
34336,facebook,"San Francisco, CA",Current Employee - Business Analyst,5.0,4.0,5.0,5.0,5.0,5.0,7,2018.0
34338,facebook,"Menlo Park, CA",Current Employee - Software Engineer,4.0,2.0,4.0,4.0,5.0,2.0,2,2018.0
34339,facebook,"Menlo Park, CA",Former Employee - Anonymous Employee,3.0,1.0,3.0,4.4,4.0,2.0,5,2018.0
34340,facebook,"Menlo Park, CA",Current Employee - Software Engineer,4.0,1.0,4.0,3.0,3.0,1.0,1,2018.0
34342,facebook,"Menlo Park, CA",Current Employee - Data Engineer,5.0,4.0,5.0,5.0,5.0,5.0,0,2018.0
34343,facebook,"Menlo Park, CA",Current Employee - Senior Software Engineer,4.0,4.0,5.0,4.0,4.0,4.0,2,2018.0
34344,facebook,"Menlo Park, CA",Current Employee - Anonymous Employee,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
34346,facebook,"San Francisco, CA",Current Employee - Talent Scout-University Recruiter,5.0,5.0,5.0,5.0,4.0,5.0,0,2018.0
34348,facebook,"Menlo Park, CA",Current Employee - Anonymous Employee,5.0,4.0,5.0,5.0,5.0,4.0,0,2018.0
34349,facebook,"Menlo Park, CA",Former Employee - Anonymous Employee,5.0,3.9,4.5,4.4,4.6,4.3,0,2018.0
34350,facebook,"Menlo Park, CA",Former Employee - Administrative Assistant,5.0,3.0,5.0,4.0,5.0,5.0,3,2018.0
34351,facebook,"San Francisco, CA",Current Employee - Recruiter,5.0,3.9,4.5,4.4,4.6,4.3,2,2018.0
34352,facebook,"Menlo Park, CA",Current Employee - Software Engineer,1.0,1.0,1.0,1.0,1.0,1.0,14,2018.0
34353,facebook,"Menlo Park, CA",Former Employee - Anonymous Employee,3.0,5.0,5.0,2.0,5.0,3.0,6,2018.0
34355,facebook,"Menlo Park, CA",Current Employee - Strategic Sourcing Manager,1.0,3.0,3.0,1.0,4.0,3.0,9,2018.0
34356,facebook,"Menlo Park, CA",Current Employee - Helpdesk Specialist,5.0,4.0,5.0,4.0,3.0,4.0,4,2018.0
34359,facebook,"Menlo Park, CA",Current Employee - Anonymous Employee,5.0,5.0,5.0,5.0,5.0,5.0,3,2018.0
34360,facebook,"Menlo Park, CA",Current Employee - Senior Software Engineer,1.0,1.0,1.0,1.0,1.0,1.0,24,2018.0
34363,facebook,"Menlo Park, CA",Former Employee - Product Designer,4.0,2.0,4.0,4.0,5.0,4.0,11,2018.0
34364,facebook,"Menlo Park, CA",Current Employee - Anonymous Employee,5.0,4.0,5.0,5.0,5.0,5.0,0,2018.0
34365,facebook,"Menlo Park, CA",Current Employee - Hardware Engineering,5.0,5.0,5.0,5.0,5.0,5.0,5,2018.0
34368,facebook,"Menlo Park, CA",Current Employee - Anonymous Employee,5.0,4.0,5.0,5.0,5.0,5.0,1,2018.0
34369,facebook,"Menlo Park, CA",Current Employee - Talent Sourcer,5.0,5.0,5.0,5.0,5.0,5.0,1,2018.0
34371,facebook,"Menlo Park, CA",Current Employee - Technical Sourcer,5.0,4.0,5.0,4.0,5.0,4.0,0,2018.0
34372,facebook,"Menlo Park, CA",Former Employee - Systems Administrator,4.0,2.0,4.0,3.0,5.0,3.0,1,2018.0
34373,facebook,"Menlo Park, CA",Current Employee - Manager,2.0,2.0,3.0,5.0,5.0,3.0,4,2018.0
34375,facebook,"Menlo Park, CA",Former Employee - Anonymous Employee,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
34376,facebook,"Menlo Park, CA",Current Employee - Data Engineer,5.0,5.0,5.0,5.0,5.0,5.0,2,2018.0
34378,facebook,"Menlo Park, CA",Current Employee - Technical Recruiter,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
34379,facebook,"Menlo Park, CA",Current Employee - Technical Recruiter,4.0,4.0,5.0,4.0,4.0,4.0,0,2018.0
34380,facebook,"Menlo Park, CA",Current Employee - Software Engineer,5.0,4.0,4.0,5.0,5.0,4.0,1,2018.0
34382,facebook,"Menlo Park, CA",Current Employee - Reception Associate,5.0,5.0,5.0,5.0,5.0,4.0,0,2018.0
34383,facebook,"West Menlo Park, CA",Current Employee - Senior Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,2,2018.0
34384,facebook,"Menlo Park, CA",Former Employee - Anonymous Employee,5.0,4.0,5.0,5.0,5.0,4.0,4,2018.0
34385,facebook,"Menlo Park, CA",Current Employee - Instructional Designer,5.0,5.0,5.0,4.0,5.0,5.0,0,2018.0
34388,facebook,"Menlo Park, CA",Current Employee - Quantitative Researcher,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
34389,facebook,"Menlo Park, CA",Current Employee - Project Manager,5.0,3.0,5.0,5.0,5.0,4.0,6,2018.0
34394,facebook,"Menlo Park, CA",Current Employee - Product Manager,4.0,2.0,5.0,4.0,4.0,4.0,1,2018.0
34395,facebook,"Menlo Park, CA",Current Employee - Product Marketing Manager,5.0,3.0,4.0,5.0,4.0,4.0,3,2018.0
34396,facebook,"Menlo Park, CA",Current Employee - Art Director,5.0,3.0,5.0,5.0,5.0,5.0,2,2018.0
34397,facebook,"Menlo Park, CA",Current Employee - Product Quality Analyst,5.0,5.0,5.0,5.0,5.0,5.0,0,2018.0
34399,facebook,"San Francisco, CA",Current Employee - Enterprise Account Executive,5.0,5.0,5.0,5.0,5.0,5.0,1,2018.0
34401,facebook,"Menlo Park, CA",Former Employee - Anonymous Employee,1.0,1.0,1.0,3.0,5.0,2.0,15,2018.0
